headline,preprocessed_headline,date_std,source
"Daniel Eli Bain dodges jail over cannabis crops, faces uncertain future with chronic arthritic pain","['Daniel', 'Eli', 'Bain', 'dodge', 'jail', 'cannabis', 'crop', ',', 'face', 'uncertain', 'future', 'chronic', 'arthritic', 'pain']",2014-09-11,headline
Aged care provider joins Perth medicinal cannabis trial,"['Aged', 'care', 'provider', 'join', 'Perth', 'medicinal', 'cannabis', 'trial']",2019-11-14,headline
Barnett Government finally shows support for medicinal cannabis,"['Barnett', 'Government', 'finally', 'show', 'support', 'medicinal', 'cannabis']",2016-10-27,headline
Children to be first to try medicinal cannabis in Victoria once legalised,"['Children', 'first', 'try', 'medicinal', 'cannabis', 'Victoria', 'legalised']",2015-10-06,headline
Health Minister Kim Hames vetoes medicinal cannabis trial in WA,"['Health', 'Minister', 'Kim', 'Hames', 'veto', 'medicinal', 'cannabis', 'trial', 'WA']",2015-04-18,headline
Time for medicinal cannabis trial in Queensland,"['Time', 'medicinal', 'cannabis', 'trial', 'Queensland']",2014-01-13,headline
Medicinal cannabis shipments arrive in Australia,"['Medicinal', 'cannabis', 'shipment', 'arrive', 'Australia']",2017-05-02,headline
Perth man's sleep improves after medicinal cannabis trial for chronic pain,"['Perth', 'man', ""'s"", 'sleep', 'improves', 'medicinal', 'cannabis', 'trial', 'chronic', 'pain']",2020-08-18,headline
Pain and PTSD-stricken Aussie war veterans are crying out for medicinal cannabis funding,"['Pain', 'PTSD-stricken', 'Aussie', 'war', 'veteran', 'cry', 'medicinal', 'cannabis', 'funding']",2022-05-06,headline
Man behind illegal medicinal cannabis business with only one customer pleads guilty,"['Man', 'behind', 'illegal', 'medicinal', 'cannabis', 'business', 'one', 'customer', 'pleads', 'guilty']",2018-03-13,headline
CSIRO working on medicinal cannabis for pets,"['CSIRO', 'working', 'medicinal', 'cannabis', 'pet']",2018-07-04,headline
Push for medicinal cannabis trial in Queensland,"['Push', 'medicinal', 'cannabis', 'trial', 'Queensland']",2014-01-13,headline
Perth forensic science firm hired to smoke out medicinal cannabis crooks,"['Perth', 'forensic', 'science', 'firm', 'hired', 'smoke', 'medicinal', 'cannabis', 'crook']",2016-11-05,headline
"Medicinal cannabis cultivation laws delayed by Federal Government, angering sick Australians","['Medicinal', 'cannabis', 'cultivation', 'law', 'delayed', 'Federal', 'Government', ',', 'angering', 'sick', 'Australians']",2015-12-02,headline
"Drug advocate avoids jail for growing copious amounts of marijuana for ‘research, medicinal’ purposes","['Drug', 'advocate', 'avoids', 'jail', 'growing', 'copious', 'amount', 'marijuana', '‘', 'research', ',', 'medicinal', '’', 'purpose']",2021-08-25,headline
Lily Poulter’s agony continues despite fresh calls for medicinal cannabis trial,"['Lily', 'Poulter', '’', 'agony', 'continues', 'despite', 'fresh', 'call', 'medicinal', 'cannabis', 'trial']",2015-05-02,headline
Dan Haslam’s family to grow medicinal cannabis to honour his memory,"['Dan', 'Haslam', '’', 'family', 'grow', 'medicinal', 'cannabis', 'honour', 'memory']",2016-04-16,headline
Desperate parents turn to medical marijuana in last-ditch effort to improve their children's lives,"['Desperate', 'parent', 'turn', 'medical', 'marijuana', 'last-ditch', 'effort', 'improve', 'child', ""'s"", 'life']",2014-01-12,headline
Victorian ruling on medicinal cannabis gives Banksia Grove family hope,"['Victorian', 'ruling', 'medicinal', 'cannabis', 'give', 'Banksia', 'Grove', 'family', 'hope']",2016-04-14,headline
Qld considers medicinal cannabis laws,"['Qld', 'considers', 'medicinal', 'cannabis', 'law']",2016-02-27,headline
Vic to lead nation on medicinal cannabis,"['Vic', 'lead', 'nation', 'medicinal', 'cannabis']",2015-10-06,headline
Pots of profits in weed: Perth’s mining market eyes medical cannabis amid resources downturn,"['Pots', 'profit', 'weed', ':', 'Perth', '’', 'mining', 'market', 'eye', 'medical', 'cannabis', 'amid', 'resource', 'downturn']",2015-06-01,headline
Alastair Clarkson joins medicinal cannabis firm,"['Alastair', 'Clarkson', 'join', 'medicinal', 'cannabis', 'firm']",2021-11-10,headline
Nearly 2000 Australians prescribed medicinal cannabis,"['Nearly', '2000', 'Australians', 'prescribed', 'medicinal', 'cannabis']",2019-09-08,headline
Children allowed to use medicinal cannabis ahead of world-first drug trials in NSW,"['Children', 'allowed', 'use', 'medicinal', 'cannabis', 'ahead', 'world-first', 'drug', 'trial', 'NSW']",2016-01-24,headline
UWA cannabis trial gives hope to insomniacs,"['UWA', 'cannabis', 'trial', 'give', 'hope', 'insomniac']",2018-04-29,headline
Medicinal cannabis: Australian producers approved for exports,"['Medicinal', 'cannabis', ':', 'Australian', 'producer', 'approved', 'export']",2018-01-03,headline
Rules eased for medicinal cannabis in WA,"['Rules', 'eased', 'medicinal', 'cannabis', 'WA']",2019-11-11,headline
Why hasn’t Australia legalised medicinal marijuana yet?,"['Why', '’', 'Australia', 'legalised', 'medicinal', 'marijuana', 'yet', '?']",2015-08-12,headline
Desperate cancer patients pay up to $220 for one day’s worth of black market medicinal cannabis while waiting for legalisation,"['Desperate', 'cancer', 'patient', 'pay', '$', '220', 'one', 'day', '’', 'worth', 'black', 'market', 'medicinal', 'cannabis', 'waiting', 'legalisation']",2015-08-23,headline
No medicinal cannabis trial for WA,"['No', 'medicinal', 'cannabis', 'trial', 'WA']",2015-04-19,headline
Australian-first push to allow medicinal cannabis patients to drive wins parliament support,"['Australian-first', 'push', 'allow', 'medicinal', 'cannabis', 'patient', 'drive', 'win', 'parliament', 'support']",2020-10-13,headline
Women using cannabis to ease endometriosis,"['Women', 'using', 'cannabis', 'ease', 'endometriosis']",2022-01-09,headline
First medicinal cannabis drug goes on PBS,"['First', 'medicinal', 'cannabis', 'drug', 'go', 'PBS']",2021-04-29,headline
New MPs push for medicinal cannabis driving exemption,"['New', 'MPs', 'push', 'medicinal', 'cannabis', 'driving', 'exemption']",2023-02-21,headline
Cannabis oil could be used to treat insomnia after Perth trial,"['Cannabis', 'oil', 'could', 'used', 'treat', 'insomnia', 'Perth', 'trial']",2020-05-26,headline
Lucy Haslam: Grass grows under bill for medical marijuana,"['Lucy', 'Haslam', ':', 'Grass', 'grows', 'bill', 'medical', 'marijuana']",2017-02-19,headline
Banksia Grove family’s joy at WA medicinal cannabis legislation,"['Banksia', 'Grove', 'family', '’', 'joy', 'WA', 'medicinal', 'cannabis', 'legislation']",2016-10-27,headline
Second job needed to foot cannabis bill,"['Second', 'job', 'needed', 'foot', 'cannabis', 'bill']",2018-12-07,headline
Perth-based cannabis companies to debut on ASX,"['Perth-based', 'cannabis', 'company', 'debut', 'ASX']",2020-02-11,headline
Researches test if medical cannabis can treat pancreatic cancer,"['Researches', 'test', 'medical', 'cannabis', 'treat', 'pancreatic', 'cancer']",2017-01-08,headline
NT Police say no leniency for medical marijuana users when new drug-driving laws start,"['NT', 'Police', 'say', 'leniency', 'medical', 'marijuana', 'user', 'new', 'drug-driving', 'law', 'start']",2016-01-19,headline
Medicinal marijuana company Phytotech makes high-flying debut on Australian stock market,"['Medicinal', 'marijuana', 'company', 'Phytotech', 'make', 'high-flying', 'debut', 'Australian', 'stock', 'market']",2015-01-23,headline
Medical marijuana: Big support from South Australian voters,"['Medical', 'marijuana', ':', 'Big', 'support', 'South', 'Australian', 'voter']",2015-10-26,headline
Aust could be medical cannabis leader: MCG,"['Aust', 'could', 'medical', 'cannabis', 'leader', ':', 'MCG']",2016-02-10,headline
"Medical marijuana not such a dopey cure, say parents in our primary school survey","['Medical', 'marijuana', 'dopey', 'cure', ',', 'say', 'parent', 'primary', 'school', 'survey']",2014-09-15,headline
"Cannabis oil over the counter, no high","['Cannabis', 'oil', 'counter', ',', 'high']",2021-02-01,headline
Queensland to wait until 2016 to begin trial of medical cannabis,"['Queensland', 'wait', '2016', 'begin', 'trial', 'medical', 'cannabis']",2015-07-27,headline
University of Notre Dame goes green on cannabis trial for dementia patients,"['University', 'Notre', 'Dame', 'go', 'green', 'cannabis', 'trial', 'dementia', 'patient']",2019-04-06,headline
Mandurah man who grew cannabis in backyard for medicinal use fined $2000,"['Mandurah', 'man', 'grew', 'cannabis', 'backyard', 'medicinal', 'use', 'fined', '$', '2000']",2019-02-26,headline
Medical marijuana the key to little Katelyn Lambert’s survival: She suffers up to 1400 seizures a day,"['Medical', 'marijuana', 'key', 'little', 'Katelyn', 'Lambert', '’', 'survival', ':', 'She', 'suffers', '1400', 'seizure', 'day']",2014-08-19,headline
Joe Spagnolo: Medicinal marijuana gamble pays off for WA Opposition leader Mark McGowan,"['Joe', 'Spagnolo', ':', 'Medicinal', 'marijuana', 'gamble', 'pay', 'WA', 'Opposition', 'leader', 'Mark', 'McGowan']",2014-09-20,headline
Health groups including AMA Victoria throw support behind medicinal marijuana,"['Health', 'group', 'including', 'AMA', 'Victoria', 'throw', 'support', 'behind', 'medicinal', 'marijuana']",2015-08-20,headline
Doctor at centre of vaccine bungle was previously sanctioned over inappropriate prescription of medical cannabis,"['Doctor', 'centre', 'vaccine', 'bungle', 'previously', 'sanctioned', 'inappropriate', 'prescription', 'medical', 'cannabis']",2021-08-11,headline
Greens bid to change cannabis driving laws,"['Greens', 'bid', 'change', 'cannabis', 'driving', 'law']",2021-02-02,headline
"Cannabis is a medicine, not a drug","['Cannabis', 'medicine', ',', 'drug']",2015-10-15,headline
Insight: Pressure builds for legal cannabis to ease the pain,"['Insight', ':', 'Pressure', 'build', 'legal', 'cannabis', 'ease', 'pain']",2015-10-12,headline
Federal push for medicinal marijuana,"['Federal', 'push', 'medicinal', 'marijuana']",2015-10-12,headline
Medical marijuana push in US by West Perth company RxMM Health,"['Medical', 'marijuana', 'push', 'US', 'West', 'Perth', 'company', 'RxMM', 'Health']",2016-02-02,headline
Christmas Island may host medical cannabis,"['Christmas', 'Island', 'may', 'host', 'medical', 'cannabis']",2015-12-14,headline
Sydney pharmacist says there is no import barrier to medical marijuana,"['Sydney', 'pharmacist', 'say', 'import', 'barrier', 'medical', 'marijuana']",2014-07-05,headline
Cannabis research: Law changes jeopardise program grandfather gave millions towards,"['Cannabis', 'research', ':', 'Law', 'change', 'jeopardise', 'program', 'grandfather', 'gave', 'million', 'towards']",2016-08-07,headline
Queensland to trial medical marijuana,"['Queensland', 'trial', 'medical', 'marijuana']",2015-04-18,headline
How a young man changed my mind on cannabis,"['How', 'young', 'man', 'changed', 'mind', 'cannabis']",2015-07-28,headline
"SA Liberals, Labor quiet on medicinal marijuana issue","['SA', 'Liberals', ',', 'Labor', 'quiet', 'medicinal', 'marijuana', 'issue']",2014-03-09,headline
"Medical benefits of cannabis must be examined, say health experts","['Medical', 'benefit', 'cannabis', 'must', 'examined', ',', 'say', 'health', 'expert']",2014-08-25,headline
Medical cannabis trial to kick off at Lady Cilento Children’s Hospital next year,"['Medical', 'cannabis', 'trial', 'kick', 'Lady', 'Cilento', 'Children', '’', 'Hospital', 'next', 'year']",2015-10-29,headline
"Medicinal cannabis will never be a prescription medicine, says expert","['Medicinal', 'cannabis', 'never', 'prescription', 'medicine', ',', 'say', 'expert']",2015-02-02,headline
Greens announce new plans to legalise cannabis by 2023,"['Greens', 'announce', 'new', 'plan', 'legalise', 'cannabis', '2023']",2022-09-26,headline
Desperate mum breaks law with homemade cannabis oil for daughter,"['Desperate', 'mum', 'break', 'law', 'homemade', 'cannabis', 'oil', 'daughter']",2017-10-15,headline
"My eight-year-old daughter needs medical marijuana, says Mark Elliott","['My', 'eight-year-old', 'daughter', 'need', 'medical', 'marijuana', ',', 'say', 'Mark', 'Elliott']",2014-03-09,headline
WA Opposition says plight of nine-year-old Lily Poulter strengthens the case for medicinal cannabis to be legalised in WA,"['WA', 'Opposition', 'say', 'plight', 'nine-year-old', 'Lily', 'Poulter', 'strengthens', 'case', 'medicinal', 'cannabis', 'legalised', 'WA']",2014-10-04,headline
WA Labor leader Mark McGowan tells WA State Conference legalising medicinal marijuana on party’s agenda,"['WA', 'Labor', 'leader', 'Mark', 'McGowan', 'tell', 'WA', 'State', 'Conference', 'legalising', 'medicinal', 'marijuana', 'party', '’', 'agenda']",2014-07-05,headline
Jason Woodforth speaks about medical marijuana at Nimbin Mardis Grass,"['Jason', 'Woodforth', 'speaks', 'medical', 'marijuana', 'Nimbin', 'Mardis', 'Grass']",2014-05-04,headline
Five Things Medical Marijuana Won&#39;t Tell You | Medical Marijana,"['Five', 'Things', 'Medical', 'Marijuana', 'Won', '&', '#', '39', ';', 'Tell', 'You', '|', 'Medical', 'Marijana']",2013-08-12,headline
Will marijuana legalisation work here?,"['Will', 'marijuana', 'legalisation', 'work', '?']",2013-11-17,headline
Kings of Cannabis (Full Length Documentary),"['Kings', 'Cannabis', '(', 'Full', 'Length', 'Documentary', ')']",2013-08-08,headline
Medical Marijuana &amp; Urine Testing | Marijuana,"['Medical', 'Marijuana', '&', 'amp', ';', 'Urine', 'Testing', '|', 'Marijuana']",2013-03-03,headline
Best Soil Mix For Cannabis Seedlings and Flowering Marijuana Plants - Home Weed Grow Tips,"['Best', 'Soil', 'Mix', 'For', 'Cannabis', 'Seedlings', 'Flowering', 'Marijuana', 'Plants', '-', 'Home', 'Weed', 'Grow', 'Tips']",2013-04-11,headline
Cannabis the number one plant,"['Cannabis', 'number', 'one', 'plant']",2013-08-06,headline
Australian Today Tonight TV Show Introduces Cheryl Shuman Beverly Hills Cannabis Club,"['Australian', 'Today', 'Tonight', 'TV', 'Show', 'Introduces', 'Cheryl', 'Shuman', 'Beverly', 'Hills', 'Cannabis', 'Club']",2013-07-29,headline
Father&#39;s plea: Legalize medical marijuana,"['Father', '&', '#', '39', ';', 'plea', ':', 'Legalize', 'medical', 'marijuana']",2013-08-15,headline
Kings of Cannabis: Part 1/3 (Documentary),"['Kings', 'Cannabis', ':', 'Part', '1/3', '(', 'Documentary', ')']",2013-08-05,headline
Making Canna Oil with Medicinal MJ,"['Making', 'Canna', 'Oil', 'Medicinal', 'MJ']",2013-01-09,headline
Parkinson&#39;s Patient Finds Better Quality of Life with Medical Cannabis,"['Parkinson', '&', '#', '39', ';', 'Patient', 'Finds', 'Better', 'Quality', 'Life', 'Medical', 'Cannabis']",2013-04-27,headline
3-Year-Old Gets Medical Marijuana Over Chemo As Cancer Treatment,"['3-Year-Old', 'Gets', 'Medical', 'Marijuana', 'Over', 'Chemo', 'As', 'Cancer', 'Treatment']",2013-10-02,headline
Outdoor medical cannabis,"['Outdoor', 'medical', 'cannabis']",2013-09-11,headline
Does Marijuana Affect Mental Illness? | Marijuana,"['Does', 'Marijuana', 'Affect', 'Mental', 'Illness', '?', '|', 'Marijuana']",2013-03-01,headline
Medical Cannabis Strains,"['Medical', 'Cannabis', 'Strains']",2013-06-17,headline
Medical marijuana and bipolar disorder,"['Medical', 'marijuana', 'bipolar', 'disorder']",2013-06-28,headline
Ups and downs of the medical marijuana industry,"['Ups', 'down', 'medical', 'marijuana', 'industry']",2013-05-24,headline
Australia Today Tonight Beverly Hills Cannabis Club Marijuana Moms   Cheryl Shuman HD 7 24 13,"['Australia', 'Today', 'Tonight', 'Beverly', 'Hills', 'Cannabis', 'Club', 'Marijuana', 'Moms', 'Cheryl', 'Shuman', 'HD', '7', '24', '13']",2013-07-28,headline
More Colo. Kids Accidentally Eating Medicinal Marijuana,"['More', 'Colo', '.', 'Kids', 'Accidentally', 'Eating', 'Medicinal', 'Marijuana']",2013-05-28,headline
Marijuana as a Botanical Medicine!,"['Marijuana', 'Botanical', 'Medicine', '!']",2013-12-13,headline
